target,source,Date,value
pewdrdad,realDonaldTrump,First debate,12
peyton_urich,realDonaldTrump,First debate,19
phase_xii,HillaryClinton,First debate,15
PhAtKoFI,HillaryClinton,First debate,16
philodygmn,DrJillStein,First debate,19
Phishie_Philly,realDonaldTrump,First debate,15
PhoebeThaler,HillaryClinton,First debate,20
Phoenix_Stone09,DrJillStein,First debate,20
picc_susan,realDonaldTrump,First debate,12
pieman7700,realDonaldTrump,First debate,22
Politicallyin18,realDonaldTrump,First debate,12
PoliticsVillage,HillaryClinton,First debate,22
porter32024,realDonaldTrump,First debate,13
POTUS45HQ,realDonaldTrump,First debate,13
PPineros_,realDonaldTrump,First debate,16
PrepperRabbit,realDonaldTrump,First debate,18
princesssofpwr,realDonaldTrump,First debate,14
ProudlyLiberal2,bannerite,First debate,18
ProudlyLiberal2,HillaryClinton,First debate,14
QaxWerty,realDonaldTrump,First debate,14
QQBeautifulDove,realDonaldTrump,First debate,13
Queenx50777,FoxNews,First debate,24
Queenx50777,realDonaldTrump,First debate,21
RachelT80457384,realDonaldTrump,First debate,14
RahulNair77,realDonaldTrump,First debate,13
rains6944,realDonaldTrump,First debate,27
RainyMyth,HillaryClinton,First debate,18
ransom54,realDonaldTrump,First debate,19
rashidaldosari,CNN,First debate,24
rawoods24,realDonaldTrump,First debate,14
Rayn3ll,HillaryClinton,First debate,16
realDTegtmeyer,realDonaldTrump,First debate,11
realericjallen,realDonaldTrump,First debate,18
realFrankBrino,realDonaldTrump,First debate,22
RealMcormi,realDonaldTrump,First debate,13
RealMedEmpire,realDonaldTrump,First debate,32
realRobMWilson,realDonaldTrump,First debate,13
realtysteve,realDonaldTrump,First debate,15
rebel2370,HillaryClinton,First debate,49
recountvotes,HillaryClinton,First debate,52
RecoveredCons,DrJillStein,First debate,59
rectangleboy,realDonaldTrump,First debate,54
reddgirl56,HillaryClinton,First debate,20
redviolet1458,realDonaldTrump,First debate,16
Redwhitebluetex,LindaSuhler,First debate,22
RegularGuyRant,realDonaldTrump,First debate,13
res0xhdb2,HillaryClinton,First debate,17
RESPECTPUNK434,realDonaldTrump,First debate,16
RETTinol,realDonaldTrump,First debate,15
rhc2009,HillaryClinton,First debate,22
rhondawall4,HillaryClinton,First debate,21
rickhe1,realDonaldTrump,First debate,28
RickyJohannesse,HillaryClinton,First debate,19
Ricphyl,realDonaldTrump,First debate,19
RiggyQueen,realDonaldTrump,First debate,26
RobertaLSpence2,HillaryClinton,First debate,28
robertbobby777,realDonaldTrump,First debate,16
Rockprincess818,realDonaldTrump,First debate,16
RoczRed,realDonaldTrump,First debate,13
rodbachman,realDonaldTrump,First debate,13
RodgerVarley,realDonaldTrump,First debate,15
RogerForTRUMP,realDonaldTrump,First debate,19
RoniSeale,realDonaldTrump,First debate,19
RonnieGilbert7,realDonaldTrump,First debate,13
roqchrisy,LindaSuhler,First debate,21
roqchrisy,realDonaldTrump,First debate,13
RosannePRoss,HillaryClinton,First debate,12
roughliterature,realDonaldTrump,First debate,14
roxib51,realDonaldTrump,First debate,14
ROYALMRBADNEWS,realDonaldTrump,First debate,16
royyang6287,realDonaldTrump,First debate,32
RSBaum,realDonaldTrump,First debate,13
RSmytheFreed,DrJillStein,First debate,29
RWG4Trump,realDonaldTrump,First debate,12
ryanart329,realDonaldTrump,First debate,18
s_gd_usa,realDonaldTrump,First debate,15
Saberghoff,HillaryClinton,First debate,11
Sal_Ferragamo,realDonaldTrump,First debate,13
Samiam4044Sandy,HillaryClinton,First debate,25
SaMioN777,CNN,First debate,14
Sammie_Snickers,realDonaldTrump,First debate,31
Sammie_Snickers,WayneDupreeShow,First debate,19
SamMorse12,realDonaldTrump,First debate,13
samwilson404,realDonaldTrump,First debate,16
sandlorn,realDonaldTrump,First debate,11
SandraKH2020,realDonaldTrump,First debate,17
sandrali07,realDonaldTrump,First debate,15
SandyKuti,realDonaldTrump,First debate,20
Sangie44,realDonaldTrump,First debate,26
sarahtimmerman,HillaryClinton,First debate,21
saratjoy,realDonaldTrump,First debate,14
satirist_indian,realDonaldTrump,First debate,16
satnettv,HillaryClinton,First debate,16
Scheunemans,realDonaldTrump,First debate,28
scmagoun2,realDonaldTrump,First debate,14
scotknocker,realDonaldTrump,First debate,11
scottramirez93,HillaryClinton,First debate,13
SCovitz,TomiLahren,First debate,51
SebastianRio,HillaryClinton,First debate,17
secularstupiddd,realDonaldTrump,First debate,28
set1958,realDonaldTrump,First debate,17
Shade58b,realDonaldTrump,First debate,26
SharryDu,realDonaldTrump,First debate,18
Shawn23G,realDonaldTrump,First debate,17
shawnsidulfo,HillaryClinton,First debate,12
shaynna57080572,HillaryClinton,First debate,60
shellybickis,realDonaldTrump,First debate,11
sherrysue66,realDonaldTrump,First debate,12
ShirazK67846636,HillaryClinton,First debate,21
Simon_A_Wood,DrJillStein,First debate,29
SirYussly,realDonaldTrump,First debate,11
SkillRincer,realDonaldTrump,First debate,14
Skinner147,realDonaldTrump,First debate,12
skyjones55,realDonaldTrump,First debate,11
SlyknightWoW,realDonaldTrump,First debate,13
smita_avasthi,HillaryClinton,First debate,22
snipssn,realDonaldTrump,First debate,17
sobeit22,realDonaldTrump,First debate,29
SoCalConserv16,realDonaldTrump,First debate,15
soldier_nchrist,realDonaldTrump,First debate,15
Someday80805780,HillaryClinton,First debate,35
SonyaShuler,realDonaldTrump,First debate,12
soondol2012,HillaryClinton,First debate,48
SoooooCal,realDonaldTrump,First debate,11
Sounav82,realDonaldTrump,First debate,16
SP4Z313,realDonaldTrump,First debate,12
SPatriciaGG,HillaryClinton,First debate,12
SpecialKMB1969,realDonaldTrump,First debate,11
SpikeMaster8,realDonaldTrump,First debate,12
SSC00K,realDonaldTrump,First debate,18
staralexander7,HillaryClinton,First debate,36
starknightz,realDonaldTrump,First debate,15
Stephen_4TRUMP,realDonaldTrump,First debate,16
StephenLicetti,Liz_Wheeler,First debate,20
StephMcMurphy,realDonaldTrump,First debate,14
steven_vasallo,realDonaldTrump,First debate,12
SteveNC28657,realDonaldTrump,First debate,18
SteveSaylor2016,DrJillStein,First debate,83
Still4Hill,HillaryClinton,First debate,16
StillLes4Hill,HillaryClinton,First debate,15
StopTheDemLies,realDonaldTrump,First debate,24
sunserger,realDonaldTrump,First debate,17
SurfPHX,realDonaldTrump,First debate,17
SusannaHardy007,HillaryClinton,First debate,27
swagdad66,realDonaldTrump,First debate,24
sweetkittycats,realDonaldTrump,First debate,21
sz8B2xFSsZq3tuk,HillaryClinton,First debate,55
tab24759,realDonaldTrump,First debate,14
talk_anderson,realDonaldTrump,First debate,16
talkspace60,realDonaldTrump,First debate,13
tamkyn,realDonaldTrump,First debate,12
Tarkan291,realDonaldTrump,First debate,18
tat2billyed,realDonaldTrump,First debate,13
tazman0413,realDonaldTrump,First debate,24
TB2777,realDonaldTrump,First debate,16
Tea4Freedom,realDonaldTrump,First debate,30
TEAUDKNOX,HillaryClinton,First debate,16
tekker44,realDonaldTrump,First debate,23
TeresaRomary,realDonaldTrump,First debate,12
TerreB2020,realDonaldTrump,First debate,25
terri_georgia,EricWolfson,First debate,28
terrydvl,realDonaldTrump,First debate,30
Terryhk1Carter,realDonaldTrump,First debate,12
the_bull35,realDonaldTrump,First debate,33
TheBoobla,DrJillStein,First debate,11
TheCoffeeHeaven,realDonaldTrump,First debate,12
TheDemCoalition,funder,First debate,11
TheDonaldwin,FoxNews,First debate,30
TheDonaldwin,realDonaldTrump,First debate,18
TheHRCSuperVols,hrcsupervol01,First debate,44
theifindanight,DrJillStein,First debate,79
theinternetm3m3,realDonaldTrump,First debate,18
TheJamesRossi,realDonaldTrump,First debate,22
thenullifier,realDonaldTrump,First debate,11
TheThreeFuries,realDonaldTrump,First debate,22
TheTruthhTeller,realDonaldTrump,First debate,25
TheWood52925,HillaryClinton,First debate,55
ThomasB00001,ThomasB00001,First debate,22
tiffellinger,realDonaldTrump,First debate,18
Timekeeper1972,realDonaldTrump,First debate,12
Timhinklejr,realDonaldTrump,First debate,18
TimothyMauser,realDonaldTrump,First debate,26
tinahuntsme,realDonaldTrump,First debate,11
tn050557,realDonaldTrump,First debate,26
tommy_2q,realDonaldTrump,First debate,20
toochkuwe,realDonaldTrump,First debate,15
TornadoNewsLink,realDonaldTrump,First debate,33
toxic11,realDonaldTrump,First debate,14
TradingMonarch,realDonaldTrump,First debate,21
Trevor90666770,realDonaldTrump,First debate,11
TrueCOT,realDonaldTrump,First debate,12
Trump_Supporter,realDonaldTrump,First debate,12
trump2016usa123,realDonaldTrump,First debate,13
Trump4Catholics,realDonaldTrump,First debate,13
Trumpaholic,realDonaldTrump,First debate,16
trumpemall,realDonaldTrump,First debate,16
TrumpetsCall,realDonaldTrump,First debate,14
TrumpFanFromNy,realDonaldTrump,First debate,19
TrumpGoesViral,realDonaldTrump,First debate,18
TrumpisPatriot,realDonaldTrump,First debate,11
trumpmemz1,realDonaldTrump,First debate,16
TrumpMormons,realDonaldTrump,First debate,11
Trumppatriot2,realDonaldTrump,First debate,13
Trumps_SM,realDonaldTrump,First debate,15
trumps2016,realDonaldTrump,First debate,15
TrumpSelfFunds,realDonaldTrump,First debate,14
TrumpTrainOnly,realDonaldTrump,First debate,16
TrumpTrumpsAll,realDonaldTrump,First debate,18
TrumpWhiteHouse,realDonaldTrump,First debate,11
Trushthesame,realDonaldTrump,First debate,11
trust_no_one85,realDonaldTrump,First debate,13
truth2action,realDonaldTrump,First debate,11
TruthAnJustice5,realDonaldTrump,First debate,13
TruthSeeker2115,TruthSeeker2115,First debate,13
TruthSoldierz,realDonaldTrump,First debate,17
TTfhimaint,realDonaldTrump,First debate,12
Tuber10614630,realDonaldTrump,First debate,11
TurnTNBlue,HillaryClinton,First debate,18
Tweet_Invader7,realDonaldTrump,First debate,23
Twinkling_27,HillaryClinton,First debate,17
TyberZannxxxx,BridgeProject21,First debate,13
TyberZannxxxx,HillaryClinton,First debate,29
TyberZannxxxx,nobarriers2016,First debate,41
u2bheavenbound,realDonaldTrump,First debate,13
ukipwebmaster,realDonaldTrump,First debate,11
UlrikaBarkstrom,theintercept,First debate,25
UncommonPrince,realDonaldTrump,First debate,17
unexploredera,realDonaldTrump,First debate,17
UniNoticias,UniPolitica,First debate,23
uRatchetLiberal,realDonaldTrump,First debate,21
USAforDJTRUMP,realDonaldTrump,First debate,16
USANEWS007,USANEWS007,First debate,23
USCG_Vet,realDonaldTrump,First debate,14
USsentinel,realDonaldTrump,First debate,21
UTZAAKE,DrJillStein,First debate,24
Vailrunner,realDonaldTrump,First debate,11
ValueIt8,HillaryClinton,First debate,16
vector_v,realDonaldTrump,First debate,30
veganvecoh,realDonaldTrump,First debate,16
VermillionRich,realDonaldTrump,First debate,14
Vero30984947,realDonaldTrump,First debate,11
vesterrrr,realDonaldTrump,First debate,19
vevgar,HillaryClinton,First debate,15
Vi44,HillaryClinton,First debate,13
villegaspr,realDonaldTrump,First debate,29
Vin_NYC,realDonaldTrump,First debate,15
VinayanKottaka2,HillaryClinton,First debate,49
Virgina4Trump,realDonaldTrump,First debate,14
VoteBlueErrbody,HillaryClinton,First debate,22
VoteDocBryant,realDonaldTrump,First debate,20
wallbrownf,DrJillStein,First debate,15
walshcormier,realDonaldTrump,First debate,14
warriorfema6,realDonaldTrump,First debate,11
WavRidr101,realDonaldTrump,First debate,17
WayneHenager,realDonaldTrump,First debate,14
wbigbass2000,realDonaldTrump,First debate,17
wendell_lane,realDonaldTrump,First debate,14
WERStanford,realDonaldTrump,First debate,35
WeSurvivedObama,realDonaldTrump,First debate,27
willdani61,realDonaldTrump,First debate,16
williamprtt,realDonaldTrump,First debate,12
williamsdigita1,williamsdigita1,First debate,25
WiltyRachel,realDonaldTrump,First debate,19
WinNow,realDonaldTrump,First debate,43
withtheoppressd,HillaryClinton,First debate,25
WolfBeethoven,realDonaldTrump,First debate,13
worldisahoax,realDonaldTrump,First debate,18
WPufall,realDonaldTrump,First debate,15
Wutevuh,realDonaldTrump,First debate,19
wutuwantedtosay,realDonaldTrump,First debate,12
x4PITTS1BURGH2x,realDonaldTrump,First debate,17
xmlwx75,realDonaldTrump,First debate,13
YamadaTeresa,HillaryClinton,First debate,26
YamrajRaj044,realDonaldTrump,First debate,33
Ydiggt37,realDonaldTrump,First debate,19
yoimtew501,realDonaldTrump,First debate,13
yomi_chizoba,HillaryClinton,First debate,19
yuuji_K1,ABC,First debate,18
yuuji_K1,BBCWorld,First debate,15
yuuji_K1,NBCNews,First debate,12
Z1Nomad,realDonaldTrump,First debate,17
zachorama_,realDonaldTrump,First debate,14
zanechaffins,realDonaldTrump,First debate,13
zierlich55,realDonaldTrump,First debate,36
zorky52,realDonaldTrump,First debate,16
zzprosper,realDonaldTrump,First debate,16
289702,realDonaldTrump,Second debate,13
_h_Dawg,HillaryClinton,Second debate,25
_IamAnita_D,realDonaldTrump,Second debate,44
_Richard_A_King,realDonaldTrump,Second debate,24
0a20d9d3af33459,FoxNews,Second debate,31
10is3,realDonaldTrump,Second debate,40
123_talent,realDonaldTrump,Second debate,58
123Jayne,realDonaldTrump,Second debate,27
15_Athens,realDonaldTrump,Second debate,22
1boxingking1,realDonaldTrump,Second debate,36
1Corinthians126,HillaryClinton,Second debate,60
1ed06e2568ac4d8,HillaryClinton,Second debate,44
2016TrumpNation,realDonaldTrump,Second debate,29
242_859,realDonaldTrump,Second debate,43
243Dyz,realDonaldTrump,Second debate,25
2604FILL,realDonaldTrump,Second debate,26
2alphabet6,realDonaldTrump,Second debate,39
2JBywxm7pISup5b,HillaryClinton,Second debate,48
34567890w,realDonaldTrump,Second debate,48
5callmesister,realDonaldTrump,Second debate,11
5sos_Vampsjrt1d,realDonaldTrump,Second debate,29
79_phoenix,HillaryClinton,Second debate,21
808gardeniaG,realDonaldTrump,Second debate,14
8939bd,realDonaldTrump,Second debate,20
8B09C1,realDonaldTrump,Second debate,58
9pearson9,realDonaldTrump,Second debate,17
Aaaaaaaa1969,realDonaldTrump,Second debate,18
Abe_Money,realDonaldTrump,Second debate,48
AboutFaceByDana,realDonaldTrump,Second debate,32
aboveparvip,realDonaldTrump,Second debate,22
Abraham1996_ESP,HillaryClinton,Second debate,36
Abreu_Dallas,realDonaldTrump,Second debate,23
aclearwindow,realDonaldTrump,Second debate,23
AdalgisaRodri16,HillaryClinton,Second debate,58
adboa95,realDonaldTrump,Second debate,26
aehret24,realDonaldTrump,Second debate,33
agatha290,realDonaldTrump,Second debate,31
agk_amy,realDonaldTrump,Second debate,31
ahernandez85a,realDonaldTrump,Second debate,29
Ahurastan,realDonaldTrump,Second debate,19
ajaykamath1981,realDonaldTrump,Second debate,27
ajbt06,realDonaldTrump,Second debate,32
ajnalight,realDonaldTrump,Second debate,17
akaginacaputo,realDonaldTrump,Second debate,53
alanlieb,realDonaldTrump,Second debate,37
alcardfan,realDonaldTrump,Second debate,29
AlexN1952,realDonaldTrump,Second debate,19
alexpop5271,realDonaldTrump,Second debate,38
alexpowers12,realDonaldTrump,Second debate,30
alfredfoster181,realDonaldTrump,Second debate,36
AliceCoven,realDonaldTrump,Second debate,29
alicia45KAG,realDonaldTrump,Second debate,30
aliwojo19,realDonaldTrump,Second debate,54
AllGeekdOut,realDonaldTrump,Second debate,32
almabelina,HillaryClinton,Second debate,21
alpat113070,realDonaldTrump,Second debate,94
alwaysstephie,HillaryClinton,Second debate,28
am22rszu,realDonaldTrump,Second debate,37
AmazingSOP1,HillaryClinton,Second debate,44
AmazonTreasures,realDonaldTrump,Second debate,14
Amberis4LSU,realDonaldTrump,Second debate,53
ambinc1,realDonaldTrump,Second debate,30
ameliasantos746,HillaryClinton,Second debate,35
America_First25,realDonaldTrump,Second debate,38
america_trump,realDonaldTrump,Second debate,23
AmericaIsBackk,realDonaldTrump,Second debate,33
American525,realDonaldTrump,Second debate,66
AMERICANCHILEAN,realDonaldTrump,Second debate,57
AmericanWoman8,HillaryClinton,Second debate,17
americanworkbot,realDonaldTrump,Second debate,55
AMTrautt,realDonaldTrump,Second debate,27
Amycrocker76Amy,HillaryClinton,Second debate,38
an7361,realDonaldTrump,Second debate,28
AnatMend,realDonaldTrump,Second debate,30
andrew_whitebm,realDonaldTrump,Second debate,34
Andrianamik,realDonaldTrump,Second debate,23
AndyAshby1,realDonaldTrump,Second debate,27
Andychuho,HillaryClinton,Second debate,21
Andygbu,HillaryClinton,Second debate,43
AndyWHumphreys,realDonaldTrump,Second debate,34
angellhenderson,HillaryClinton,Second debate,49
AngelVanns,realDonaldTrump,Second debate,25
AngieTa94484155,realDonaldTrump,Second debate,27
ankush23,realDonaldTrump,Second debate,52
Annette73261887,realDonaldTrump,Second debate,24
annhull55,realDonaldTrump,Second debate,36
antialacran,realDonaldTrump,Second debate,53
AntiLiberals2,realDonaldTrump,Second debate,40
AnupliftedHeart,realDonaldTrump,Second debate,22
APikachuaaa,realDonaldTrump,Second debate,57
APiroozmandi,realDonaldTrump,Second debate,33
ArchdukeMaxwell,HelloTeamTrump,Second debate,36
areyou0,HillaryClinton,Second debate,23
ArTallks,HillaryClinton,Second debate,31
arteletteratura,HillaryClinton,Second debate,30
Arturas_V,realDonaldTrump,Second debate,53
asperry3,realDonaldTrump,Second debate,33
Auburngirlx,realDonaldTrump,Second debate,56
AurelioBelandoM,HillaryClinton,Second debate,67
AvaOH2016,realDonaldTrump,Second debate,39
aviramof,realDonaldTrump,Second debate,45
AVIVKLN,realDonaldTrump,Second debate,29
AWeibs25,realDonaldTrump,Second debate,52
AxxisonMargaret,HillaryClinton,Second debate,51
AyebeLamAnthony,CNN,Second debate,61
AZ49ersfan,realDonaldTrump,Second debate,33
AzDeplorable,realDonaldTrump,Second debate,14
azz_amis,realDonaldTrump,Second debate,57
b54a79af91094ca,realDonaldTrump,Second debate,24
babyblueblueyes,realDonaldTrump,Second debate,13
Bacboye,realDonaldTrump,Second debate,15
bamanicky,realDonaldTrump,Second debate,27
Bandislife2004,HillaryClinton,Second debate,44
Barb138,FoxNews,Second debate,20
BarbaraB777,realDonaldTrump,Second debate,26
BarbaraZaccai,realDonaldTrump,Second debate,33
